2025-05-24 14:05:50.648 | INFO     | Core.Chunk.DocChunk:build_chunks:27 - Starting chunk the given documents
2025-05-24 14:05:50.651 | INFO     | Core.Storage.ChunkKVStorage:_persist:105 - Writing data into ./my_result/multihop-rag/lightrag_rkg_graph/chunk_storage_chunk_data_idx.pkl and ./my_result/multihop-rag/lightrag_rkg_graph/chunk_storage_chunk_data_key.pkl
2025-05-24 14:05:50.651 | INFO     | Core.Chunk.DocChunk:build_chunks:74 - ✅ Finished the chunking stage
2025-05-24 14:05:50.651 | INFO     | Core.GraphRAG:_update_costs_info:205 - Chunking stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0
2025-05-24 14:05:50.651 | INFO     | Core.GraphRAG:_update_costs_info:207 - Chunking time(s): 0.00
2025-05-24 14:05:50.651 | INFO     | Core.Graph.BaseGraph:build_graph:41 - Starting build graph for the given documents
2025-05-24 14:05:50.651 | INFO     | Core.Storage.NetworkXStorage:load_graph:97 - Force rebuilding the graph
2025-05-24 14:06:47.621 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.016 | Max budget: $10.000 | Current cost: $0.016, prompt_tokens: 2236, completion_tokens: 778
2025-05-24 14:07:38.407 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.034 | Max budget: $10.000 | Current cost: $0.018, prompt_tokens: 2431, completion_tokens: 909
2025-05-24 14:07:46.289 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.066 | Max budget: $10.000 | Current cost: $0.032, prompt_tokens: 3372, completion_tokens: 1844
2025-05-24 14:08:31.048 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.108 | Max budget: $10.000 | Current cost: $0.041, prompt_tokens: 3419, completion_tokens: 2583
2025-05-24 14:09:41.889 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.138 | Max budget: $10.000 | Current cost: $0.031, prompt_tokens: 5464, completion_tokens: 1185
2025-05-24 14:09:44.704 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.195 | Max budget: $10.000 | Current cost: $0.056, prompt_tokens: 3429, completion_tokens: 3828
2025-05-24 14:10:41.848 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.263 | Max budget: $10.000 | Current cost: $0.068, prompt_tokens: 3410, completion_tokens: 4832
2025-05-24 14:11:35.726 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.301 | Max budget: $10.000 | Current cost: $0.038, prompt_tokens: 4895, completion_tokens: 1923
2025-05-24 14:12:21.059 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.339 | Max budget: $10.000 | Current cost: $0.038, prompt_tokens: 5407, completion_tokens: 1848
2025-05-24 14:19:12.142 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.371 | Max budget: $10.000 | Current cost: $0.033, prompt_tokens: 4670, completion_tokens: 1541
2025-05-24 14:19:12.150 | INFO     | Core.Graph.RKGraph:_build_graph:66 - Constructing graph finished
2025-05-24 14:19:12.150 | INFO     | Core.Storage.NetworkXStorage:_persist:109 - Writing graph into ./my_result/multihop-rag/lightrag_rkg_graph/graph_storage_nx_data.graphml
